County,State,Population,Poverty Rate,Median Age,Median Household Income,Number of Employees,Median Property Value
calumet-county-wi,wi,"49,737",5.9%,39.8,"$70,662","27,483","$168,400"
calvert-county-md,md,"90,824",5.69%,40.8,"$100,350","45,756","$347,200"
camas-county-id,id,886,22.3%,47,"$36,667",394,"$173,300"
cambria-county-pa,pa,"135,871",15.6%,45,"$44,943","57,361","$88,900"
camden-county-ga,ga,"52,252",12.7%,31.6,"$53,687","21,015","$154,500"
camden-county-mo,mo,"44,855",17.5%,51,"$50,496","17,136","$176,300"
camden-county-nj,nj,"507,078",13.1%,38.8,"$67,523","246,447","$198,600"
camden-county-nc,nc,"10,336",9%,40.8,"$68,327","4,528","$222,500"
cameron-county-la,la,,,,,,
cameron-county-pa,pa,"4,754",14.4%,50.8,"$40,402","2,127","$73,800"
cameron-county-tx,tx,"423,908",31.2%,32.4,"$38,378","163,171","$86,500"
camp-county-tx,tx,"12,670",17.4%,36.8,"$41,811","5,274","$83,600"
campbell-county-ky,ky,"91,804",14.2%,38,"$57,208","46,154","$160,700"
campbell-county-tn,tn,"39,824",20.6%,43.5,"$35,377","15,080","$92,700"
campbell-county-va,va,"55,158",11.7%,42.8,"$48,823","26,478","$154,300"
campbell-county-wy,wy,"48,116",9.36%,33.2,"$80,178","25,511","$213,900"
canadian-county-ok,ok,"132,922",7.9%,35.8,"$69,220","67,192","$155,400"
candler-county-ga,ga,"10,894",31.5%,37.9,"$33,125","4,279","$88,600"
cannon-county-tn,tn,"13,839",17%,41.7,"$47,457","6,072","$151,800"
canyon-county-id,id,"207,027",17.1%,33.2,"$46,426","88,055","$144,000"
cape-girardeau-county-mo,mo,"78,013",17.7%,36.3,"$49,554","37,488","$151,900"
cape-may-county-nj,nj,"94,549",10.6%,48.7,"$62,332","42,170","$295,500"
carbon-county-mt,mt,"10,466",9.93%,50,"$56,988","5,127","$227,400"
carbon-county-pa,pa,"63,987",12.8%,45.7,"$51,236","29,256","$141,200"
carbon-county-wy,wy,"15,689",13.3%,38.2,"$57,644","7,519","$158,600"
caribou-county-id,id,"6,862",9.39%,36.9,"$58,750","2,967","$130,600"
carlisle-county-ky,ky,"4,890",17.3%,42.2,"$38,860","1,978","$89,200"
carlton-county-mn,mn,"35,408",12.1%,40.7,"$58,874","16,758","$162,800"
caroline-county-md,md,"32,785",16.5%,40.1,"$52,469","15,674","$201,200"
caroline-county-va,va,"29,889",11.9%,40.2,"$60,925","13,227","$193,200"
carroll-county-ar,ar,"27,782",15.7%,44.6,"$39,686","11,400","$121,100"
carroll-county-ga,ga,"114,898",18.6%,34.4,"$46,844","49,458","$119,600"
carroll-county-il,il,"14,704",11.3%,47.4,"$50,555","6,765","$99,400"
carroll-county-in,in,"19,994",10.2%,42.3,"$56,188","9,492","$124,100"
carroll-county-ia,ia,"20,428",10.3%,41.7,"$54,563","10,592","$127,400"
carroll-county-ky,ky,"10,695",27.7%,37.2,"$43,345","4,460","$103,800"
carroll-county-md,md,"167,319",5.49%,42.4,"$90,510","88,335","$328,100"
carroll-county-ms,ms,"10,221",14%,46,"$43,068","3,737","$90,900"
carroll-county-mo,mo,"8,909",18.4%,42.8,"$43,583","3,700","$81,800"
carroll-county-nh,nh,"47,524",9.2%,51.4,"$58,139","23,324","$227,600"
carroll-county-oh,oh,"27,825",14.8%,45,"$51,748","12,637","$116,700"
carroll-county-tn,tn,"28,137",19.8%,43,"$38,201","11,050","$86,800"
carroll-county-va,va,"29,767",14.6%,47,"$41,145","13,125","$107,300"
carson-county-tx,tx,"6,033",6.42%,41.1,"$67,010","2,896","$107,800"
carson-city-county-nv,nv,"54,219",14.7%,43,"$49,341","24,327","$217,400"
carter-county-ky,ky,"27,385",21.5%,41.1,"$35,095","9,584","$83,300"
carter-county-mo,mo,"6,255",14.5%,41.3,"$37,875","2,484","$90,400"
carter-county-ok,ok,"48,407",16.4%,38.1,"$47,754","20,543","$109,000"
carter-county-tn,tn,"56,500",24.5%,44.4,"$34,625","22,819","$114,600"
carteret-county-nc,nc,"68,699",12.5%,47.4,"$51,584","30,098","$197,700"
carver-county-mn,mn,"98,799",4.02%,37.2,"$93,095","55,757","$287,200"
cascade-county-mt,mt,"81,816",13.1%,38.4,"$46,827","36,927","$168,100"
casey-county-ky,ky,"15,805",26.6%,43.1,"$33,031","5,769","$77,600"
cass-county-il,il,"12,880",13.1%,40.2,"$50,156","6,152","$76,800"
cass-county-in,in,"38,248",13.9%,40.5,"$45,558","17,137","$84,100"
cass-county-ia,ia,"13,327",15.1%,44.6,"$45,637","6,544","$93,600"
cass-county-mi,mi,"51,397",13.6%,44.7,"$50,699","23,277","$127,600"
cass-county-mn,mn,"28,810",15.3%,48.7,"$50,162","12,264","$178,700"
cass-county-mo,mo,"101,888",9.45%,39.5,"$65,352","49,809","$165,800"
cass-county-ne,ne,"25,513",6.31%,41.9,"$68,284","13,311","$166,200"
cass-county-nd,nd,"170,620",11.2%,32.2,"$58,026","99,839","$198,100"
cass-county-tx,tx,"30,118",18.5%,42.9,"$41,432","11,991","$86,200"
cassia-county-id,id,"23,472",14.7%,31.8,"$48,162","9,889","$136,900"
castro-county-tx,tx,"7,891",15.9%,34.4,"$44,643","3,289","$80,300"
caswell-county-nc,nc,"22,833",21.3%,45.4,"$39,428","9,512","$104,700"
catahoula-county-la,la,,,,,,
catawba-county-nc,nc,"156,182",14.2%,41.2,"$48,649","72,258","$139,900"
catoosa-county-ga,ga,"65,870",10.8%,39.6,"$54,537","31,464","$138,800"
catron-county-nm,nm,"3,547",21.5%,60.2,"$42,047",919,"$164,600"
cattaraugus-county-ny,ny,"78,175",16.9%,41.7,"$45,571","33,732","$86,500"
cavalier-county-nd,nd,"3,817",8.63%,50.1,"$65,505","1,927","$95,500"
cayuga-county-ny,ny,"78,319",11.6%,42.5,"$54,664","37,196","$120,000"
cecil-county-md,md,"102,416",9.43%,40.3,"$70,516","50,620","$238,000"
cedar-county-ia,ia,"18,368",5.44%,41.9,"$62,555","9,872","$143,800"
cedar-county-mo,mo,"13,862",22.6%,44,"$35,930","4,908","$92,700"
cedar-county-ne,ne,"8,561",9.67%,44.1,"$57,208","4,599","$113,600"
centre-county-pa,pa,"160,646",18.4%,31.3,"$56,466","76,433","$212,300"
cerro-gordo-county-ia,ia,"43,134",11.3%,44.5,"$50,569","22,051","$121,500"
chaffee-county-co,co,"18,818",9.55%,49.9,"$53,762","8,379","$313,200"
chambers-county-al,al,"33,895",18.8%,43,"$37,342","14,527","$86,400"
chambers-county-tx,tx,"39,283",12.9%,35.4,"$74,368","16,713","$171,500"
champaign-county-il,il,"207,946",21.4%,29.7,"$49,586","103,099","$154,800"
champaign-county-oh,oh,"39,005",11.1%,42.1,"$54,495","18,119","$126,700"
chariton-county-mo,mo,"7,586",14.2%,45.7,"$43,186","3,129","$81,300"
charles-county-md,md,"156,021",6.95%,38.1,"$93,973","78,635","$294,000"
charles-city-county-va,va,"7,022",13.2%,49.8,"$55,069","3,348","$163,000"
charles-mix-county-sd,sd,"9,319",21.4%,36,"$44,104","3,829","$89,900"
charleston-county-sc,sc,"405,905",15.3%,38.2,"$63,459","208,236","$339,900"
charlevoix-county-mi,mi,"26,160",11.6%,47.7,"$51,567","11,902","$158,800"
charlotte-county-fl,fl,"173,236",12%,58.1,"$46,511","59,033","$165,200"
charlotte-county-va,va,"12,176",22.7%,45.2,"$38,350","4,929","$107,500"
charlottesville-county-va,va,,,,,,
charlton-county-ga,ga,"12,963",23.1%,41.4,"$43,257","4,412","$82,200"
chase-county-ks,ks,"2,665",12.6%,45,"$42,772","1,156","$85,200"
chase-county-ne,ne,"3,803",8.02%,44.4,"$54,568","2,007","$109,900"
chatham-county-ga,ga,"289,195",17.3%,36,"$55,308","142,556","$213,400"
chatham-county-nc,nc,"68,364",13.3%,46.3,"$59,684","30,832","$251,600"
chattahoochee-county-ga,ga,"11,096",15%,23.7,"$46,096","2,210","$81,700"
chattooga-county-ga,ga,"24,880",22.5%,40.3,"$35,718","8,839","$68,500"
chautauqua-county-ks,ks,"3,425",14.3%,48.7,"$39,531","1,474","$63,300"
chautauqua-county-ny,ny,"130,846",18.5%,42.3,"$44,304","56,416","$85,800"
chaves-county-nm,nm,"65,454",21.2%,35.3,"$42,177","26,659","$106,400"
cheatham-county-tn,tn,"39,713",12.7%,40.5,"$56,150","19,170","$170,500"
cheboygan-county-mi,mi,"25,475",16.8%,50.1,"$42,876","10,443","$116,900"
chelan-county-wa,wa,"75,138",12.8%,39.9,"$54,975","34,063","$256,400"
chemung-county-ny,ny,"86,883",15.8%,41.2,"$51,251","37,726","$105,500"
chenango-county-ny,ny,"48,763",14.5%,44.4,"$48,567","21,665","$95,900"
cherokee-county-al,al,"25,855",16.1%,46.1,"$40,041","9,879","$116,300"
cherokee-county-ga,ga,"235,896",9.44%,38,"$75,477","117,102","$220,200"
cherokee-county-ia,ia,"11,577",11.9%,46.3,"$53,998","5,990","$89,200"
cherokee-county-ks,ks,"20,501",13.7%,41.4,"$41,101","8,713","$78,400"
cherokee-county-nc,nc,"27,463",16.8%,50.8,"$38,115","9,925","$145,500"
cherokee-county-ok,ok,"48,404",21.1%,35,"$39,187","19,399","$111,300"
cherokee-county-sc,sc,"56,549",22%,38.9,"$35,286","21,599","$94,300"
cherokee-county-tx,tx,"51,594",18.7%,38,"$44,294","20,526","$98,200"
cherry-county-ne,ne,"5,792",9.04%,43.8,"$53,226","3,267","$119,800"
chesapeake-county-va,va,,,,,,
cheshire-county-nh,nh,"76,109",10.2%,42.5,"$60,148","40,037","$188,700"
chester-county-pa,pa,"522,046",6.86%,40.6,"$99,119","277,332","$367,800"
chester-county-sc,sc,"32,424",21.8%,41.8,"$37,421","12,706","$88,900"
chester-county-tn,tn,"17,097",18.2%,36.2,"$43,740","7,009","$113,800"
chesterfield-county-sc,sc,"46,127",23.8%,41.9,"$38,469","19,051","$81,200"
chesterfield-county-va,va,"348,556",7.16%,39,"$80,655","175,205","$246,800"
cheyenne-county-co,co,"2,127",11.8%,35.8,"$54,907",931,"$90,000"
cheyenne-county-ks,ks,"2,677",11.2%,47.8,"$47,167","1,248","$86,600"
cheyenne-county-ne,ne,"10,012",10.9%,40.7,"$58,770","5,587","$114,100"
chickasaw-county-ia,ia,"12,140",8.94%,44.2,"$50,688","6,269","$105,100"
chickasaw-county-ms,ms,"17,305",22.9%,37,"$33,579","6,746","$63,800"
chicot-county-ar,ar,"11,008",29.4%,43.3,"$32,412","3,659","$63,000"
childress-county-tx,tx,"7,064",19.6%,32.8,"$40,432","2,515","$81,000"
chilton-county-al,al,"43,805",19.4%,38.9,"$43,501","17,675","$98,600"
chippewa-county-mi,mi,"38,023",17.1%,39.7,"$44,030","14,986","$111,100"
chippewa-county-mn,mn,"12,040",11.1%,43,"$57,601","6,270","$104,500"
chippewa-county-wi,wi,"63,445",10.7%,41.2,"$55,240","31,454","$154,900"
chisago-county-mn,mn,"54,297",5.44%,40.9,"$76,747","28,244","$206,400"
chittenden-county-vt,vt,"160,985",11.3%,36.6,"$66,906","90,054","$280,000"
choctaw-county-al,al,"13,188",22.3%,45.8,"$32,122","4,301","$69,000"
choctaw-county-ms,ms,"8,360",24.5%,44.3,"$34,542","3,046","$77,200"
choctaw-county-ok,ok,"14,979",31%,42.5,"$30,298","5,061","$88,800"
chowan-county-nc,nc,"14,370",22.8%,44.7,"$41,979","5,439","$128,300"
christian-county-il,il,"33,562",12.8%,42.7,"$50,668","14,987","$87,500"
christian-county-ky,ky,"72,438",19.7%,28.4,"$41,849","24,118","$112,200"
christian-county-mo,mo,"83,028",10.4%,37.6,"$55,761","39,399","$154,400"
churchill-county-nv,nv,"24,022",13.8%,38.9,"$46,914","9,228","$169,100"
cibola-county-nm,nm,"27,049",28.5%,36.4,"$36,089","9,600","$89,800"
cimarron-county-ok,ok,"2,221",15.9%,44.6,"$44,667","1,027","$57,400"
citrus-county-fl,fl,"141,373",17.4%,55.9,"$40,574","45,294","$117,400"
clackamas-county-or,or,"416,075",8.96%,41.4,"$81,278","207,904","$439,100"
claiborne-county-la,la,,,,,,
claiborne-county-ms,ms,"9,106",45.9%,33.8,"$24,601","2,394","$61,000"
claiborne-county-tn,tn,"31,566",22.4%,42.7,"$35,428","11,893","$102,700"
clallam-county-wa,wa,"73,439",17.1%,50.5,"$48,002","28,027","$227,400"
clare-county-mi,mi,"30,597",23.6%,46.9,"$35,913","10,985","$85,000"
clarendon-county-sc,sc,"34,156",23.3%,43.6,"$35,838","11,777","$89,900"
clarion-county-pa,pa,"38,747",17.5%,41.3,"$44,373","17,280","$109,900"
clark-county-ar,ar,,,,,,
clark-county-il,il,"15,924",14.3%,43,"$52,068","7,675","$87,400"
clark-county-in,in,"114,893",9.72%,38.8,"$52,834","56,087","$131,500"
clark-county-ks,ks,"2,089",8.86%,44.2,"$46,094","1,029","$76,400"
clark-county-ky,ky,"35,757",15%,42.3,"$51,547","15,907","$139,200"
clark-county-mo,mo,"6,807",15.3%,43.8,"$45,216","3,135","$85,000"
clark-county-nv,nv,2.23M,14.6%,37.6,"$57,076",1.06M,"$286,600"
clark-county-oh,oh,"135,520",16.6%,41.2,"$46,275","60,438","$107,300"
clark-county-sd,sd,"3,642",13.3%,41.3,"$47,500","1,773","$81,100"
clark-county-wa,wa,"481,857",10.3%,38.6,"$74,060","236,549","$358,500"
clark-county-wi,wi,"34,513",13.2%,37.5,"$49,131","15,796","$117,400"
clarke-county-al,al,"24,625",25.3%,42.2,"$33,827","7,933","$93,500"
clarke-county-ga,ga,"123,554",34.1%,27.3,"$34,557","57,801","$154,600"
clarke-county-ia,ia,"9,267",15.4%,40.7,"$49,718","4,610","$105,000"
clarke-county-ms,ms,"16,089",18.5%,41.8,"$37,626","6,137","$72,000"
clarke-county-va,va,"14,331",10.4%,46,"$72,129","7,087","$333,100"
clatsop-county-or,or,"38,021",12.2%,44.1,"$49,828","17,121","$253,900"
clay-county-al,al,"13,407",19.1%,43.8,"$37,287","5,509","$89,300"
clay-county-ar,ar,"15,190",22.3%,43.4,"$32,219","6,234","$70,000"
clay-county-fl,fl,"203,291",10.4%,39.4,"$61,971","91,705","$165,300"
clay-county-ga,ga,"3,024",41.4%,44.6,"$23,315",865,"$59,900"
clay-county-il,il,"13,393",14%,44,"$47,427","6,348","$77,200"
clay-county-in,in,"26,375",13.9%,40.9,"$50,924","12,252","$96,000"
clay-county-ia,ia,"16,387",11.8%,42.2,"$48,978","8,247","$115,700"
clay-county-ks,ks,"8,203",9.4%,43,"$55,434","4,107","$100,200"
clay-county-ky,ky,"20,866",39.5%,39.2,"$24,596","5,762","$55,600"
clay-county-mn,mn,"62,040",12.5%,32.6,"$61,409","33,502","$173,100"
clay-county-ms,ms,"19,990",26.6%,39.4,"$34,118","7,663","$81,200"
clay-county-mo,mo,"236,068",8.89%,36.8,"$65,675","123,139","$160,900"
clay-county-ne,ne,"6,264",11.1%,43.5,"$54,167","3,112","$85,000"
clay-county-nc,nc,"10,753",17.5%,50.7,"$37,070","4,275","$154,600"
clay-county-sd,sd,"13,907",24.7%,25,"$41,773","7,624","$146,400"
clay-county-tn,tn,"7,684",26.6%,47.6,"$30,801","2,568","$90,300"
clay-county-tx,tx,"10,369",15%,46,"$46,863","4,373","$87,200"
clay-county-wv,wv,"8,901",25.2%,43.6,"$34,242","2,516","$79,100"
clayton-county-ga,ga,"289,615",21.9%,32.4,"$46,646","135,587","$116,700"
clayton-county-ia,ia,"17,711",10.4%,46.5,"$51,114","9,050","$116,500"
clear-creek-county-co,co,"9,257",6.84%,47.2,"$68,534","5,248","$317,000"
clearfield-county-pa,pa,"80,539",15.3%,44.2,"$45,188","33,591","$90,300"
clearwater-county-id,id,"8,533",13.9%,50.3,"$41,122","2,796","$134,400"
clearwater-county-mn,mn,"8,824",17.9%,42.7,"$45,638","3,667","$122,800"
cleburne-county-al,al,"14,939",19.1%,41.7,"$37,396","5,743","$111,800"
cleburne-county-ar,ar,"25,361",15.4%,48.9,"$42,312","10,142","$127,000"
clermont-county-oh,oh,"202,166",9.81%,39.9,"$64,183","100,348","$160,600"
cleveland-county-ar,ar,"8,332",19.3%,42.6,"$44,840","3,362","$87,200"
cleveland-county-nc,nc,"97,038",19.9%,41.7,"$40,002","40,429","$110,500"
cleveland-county-ok,ok,"281,669",12.6%,34.3,"$62,096","144,802","$169,800"
clinch-county-ga,ga,"6,788",39.5%,37.6,"$21,838","2,163","$63,100"
clinton-county-il,il,"37,640",9.02%,40.4,"$64,543","18,718","$142,900"
clinton-county-in,in,"32,455",13.3%,38.2,"$51,659","15,228","$103,700"
clinton-county-ia,ia,"47,587",13.1%,42.2,"$50,295","22,825","$112,400"
clinton-county-ky,ky,"10,208",20%,41.7,"$31,130","3,830","$66,100"
clinton-county-mi,mi,"77,321",10.1%,40.4,"$64,903","37,136","$164,700"
clinton-county-mo,mo,"20,495",11%,41.1,"$57,591","9,661","$142,000"
clinton-county-ny,ny,"81,224",15.7%,39.4,"$52,759","36,091","$129,000"
clinton-county-oh,oh,"41,869",14.7%,39.8,"$49,997","19,223","$123,700"
clinton-county-pa,pa,"39,321",17.2%,38.5,"$47,990","17,572","$124,700"
cloud-county-ks,ks,"9,191",11.9%,41.8,"$44,199","4,668","$73,200"
coahoma-county-ms,ms,"24,296",36.2%,34,"$28,728","8,402","$62,400"
coal-county-ok,ok,"5,666",20.3%,41.8,"$39,931","2,243","$87,800"
cobb-county-ga,ga,"756,865",10.9%,36.7,"$78,894","408,750","$278,700"
cochise-county-az,az,"126,516",18.1%,40.5,"$47,847","43,404","$144,400"
cochran-county-tx,tx,"2,932",24.8%,33.5,"$37,500","1,189","$33,300"
cocke-county-tn,tn,"35,262",25%,44.7,"$32,027","14,192","$107,200"
coconino-county-az,az,"138,639",21%,30.6,"$53,523","65,283","$241,400"
codington-county-sd,sd,"27,963",11.7%,38.3,"$52,025","15,522","$166,500"
coffee-county-al,al,"51,073",16.1%,39.3,"$49,821","21,639","$147,800"
coffee-county-ga,ga,"43,048",23.9%,35.9,"$36,572","16,232","$87,600"
coffee-county-tn,tn,"54,074",15.2%,40.2,"$46,614","23,291","$118,000"
coffey-county-ks,ks,"8,328",11.3%,44,"$58,662","4,136","$111,000"
coke-county-tx,tx,"3,238",16.6%,49.1,"$42,500","1,462","$81,800"
colbert-county-al,al,"54,435",16.8%,42.5,"$45,477","22,180","$108,500"
cole-county-mo,mo,"76,749",12.6%,38.2,"$54,216","36,629","$154,200"
coleman-county-tx,tx,"8,422",20.3%,46.6,"$40,804","3,310","$65,900"
coles-county-il,il,"52,540",21%,34.3,"$41,907","24,725","$93,800"
colfax-county-ne,ne,"10,616",8.21%,33.7,"$54,876","5,305","$94,300"
collier-county-fl,fl,"378,488",12.8%,51.6,"$69,867","160,980","$369,700"
collin-county-tx,tx,1.01M,6.86%,37.2,"$96,051","527,036","$340,600"
collingsworth-county-tx,tx,"3,026",15%,39.8,"$46,348","1,386","$55,800"
colonial-heights-county-va,va,,,,,,
colorado-county-tx,tx,"20,913",12%,43.4,"$50,241","9,491","$116,700"
colquitt-county-ga,ga,"45,890",25.4%,36,"$34,503","18,771","$84,500"
columbia-county-ar,ar,"23,992",25.1%,36.2,"$37,072","9,877","$76,200"
columbia-county-fl,fl,"68,484",16.8%,40.7,"$43,504","25,911","$112,500"
columbia-county-pa,pa,"66,615",15.9%,40.5,"$48,395","30,035","$143,300"
columbia-county-wa,wa,"3,999",14.5%,50,"$46,250","1,628","$161,700"
colleton-county-sc,sc,"37,581",22.3%,42.2,"$34,996","15,638","$84,600"
columbia-county-wi,wi,"56,790",8.3%,42.4,"$63,293","30,041","$180,100"
colfax-county-nm,nm,"12,522",23.5%,48.8,"$33,042","4,663","$105,900"
columbiana-county-oh,oh,"104,584",15.4%,43.8,"$45,498","45,737","$104,300"
columbus-county-nc,nc,"56,589",23.6%,41.9,"$36,261","20,496","$85,200"
colusa-county-ca,ca,"21,479",14%,34.7,"$56,481","9,470","$223,600"
comal-county-tx,tx,"129,100",9.25%,42.2,"$73,655","59,833","$244,100"
comanche-county-ks,ks,"1,741",8.06%,49.5,"$51,563",923,"$73,200"
comanche-county-ok,ok,"123,066",16.7%,32.6,"$49,569","49,415","$125,600"
comanche-county-tx,tx,"13,492",18.2%,44.4,"$42,419","5,454","$89,600"
columbia-county-ny,ny,"61,481",11.4%,47.4,"$61,093","30,164","$224,600"
concho-county-tx,tx,"3,858",8.54%,41.9,"$46,696","1,023","$109,800"
columbia-county-ga,ga,"143,723",8.58%,36.4,"$74,162","63,139","$183,800"
columbia-county-or,or,"50,207",12.3%,43.3,"$57,449","21,362","$223,300"
concordia-county-la,la,,,,,,
conecuh-county-al,al,"12,649",26.4%,44.5,"$30,434","3,945","$76,100"
conejos-county-co,co,"8,147",21.1%,38.2,"$35,657","2,899","$113,100"
contra-costa-county-ca,ca,1.15M,9.75%,40,"$101,618","577,749","$670,000"
converse-county-wy,wy,"14,166",7.96%,40,"$62,776","6,902","$197,200"
conway-county-ar,ar,"20,954",18.5%,41.2,"$39,638","8,377","$98,700"
cook-county-ga,ga,"17,190",24.2%,37,"$35,539","6,902","$87,800"
cook-county-il,il,5.18M,15.9%,37,"$63,353",2.59M,"$255,900"
cook-county-mn,mn,"5,270",13%,52.1,"$51,903","2,636","$241,400"
cooke-county-tx,tx,"39,064",13.9%,40.5,"$60,027","18,724","$144,700"
cooper-county-mo,mo,"17,620",11.2%,39.2,"$46,547","7,804","$128,900"
coos-county-nh,nh,"32,119",13.3%,48,"$45,386","14,728","$123,200"
coos-county-or,or,"62,921",17.9%,48.3,"$40,848","24,254","$177,300"
coosa-county-al,al,"10,955",14.4%,45.9,"$34,792","3,897","$87,300"
copiah-county-ms,ms,"28,748",24.3%,38.2,"$38,046","10,312","$93,800"
corson-county-sd,sd,"4,177",47.9%,28.8,"$32,260","1,260","$53,300"
cortland-county-ny,ny,"48,334",14.7%,36.2,"$52,451","24,251","$113,900"
coryell-county-tx,tx,"75,818",13.3%,31.2,"$50,865","23,306","$107,700"
coshocton-county-oh,oh,"36,602",15%,41.4,"$43,251","15,613","$95,500"
costilla-county-co,co,"3,628",29.6%,51,"$29,000","1,242","$114,200"
cottle-county-tx,tx,"1,498",24.5%,47.6,"$33,534",651,"$44,700"
cotton-county-ok,ok,"6,000",15.4%,41.1,"$49,962","2,435","$77,600"
cottonwood-county-mn,mn,"11,437",15.6%,43.3,"$50,524","5,365","$89,400"
covington-county-al,al,"37,519",17.6%,43.4,"$39,467","14,686","$96,200"
covington-county-ms,ms,"19,172",23.1%,37.5,"$36,471","7,377","$77,600"
covington-county-va,va,,,,,,
coweta-county-ga,ga,"138,015",11.6%,37.9,"$67,570","66,983","$190,700"
cowley-county-ks,ks,"35,732",16%,38.2,"$46,624","15,567","$85,700"
cowlitz-county-wa,wa,"103,590",16.9%,41.4,"$49,804","42,579","$186,600"
craig-county-ok,ok,"14,563",17.9%,42.5,"$40,465","5,783","$96,100"
craig-county-va,va,"5,131",9.35%,47.5,"$53,526","2,219","$164,800"
craighead-county-ar,ar,"104,246",18.3%,34,"$45,672","48,216","$134,600"
crane-county-tx,tx,"4,836",11.8%,32.1,"$63,935","2,023","$81,500"
craven-county-nc,nc,"103,374",15.4%,36.2,"$49,391","40,286","$156,500"
crawford-county-ar,ar,"62,119",16.6%,38.7,"$43,504","25,751","$112,500"
crawford-county-ga,ga,"12,385",18.1%,44.2,"$41,032","4,604","$93,300"
crawford-county-il,il,"19,214",11.9%,42.5,"$47,468","8,102","$82,900"
crawford-county-in,in,"10,598",17.8%,43.7,"$40,067","4,241","$86,700"
crawford-county-ia,ia,"17,131",18.5%,37.6,"$51,091","8,112","$93,400"
crawford-county-ks,ks,"39,099",21.1%,32.5,"$38,017","18,426","$87,300"
crawford-county-mi,mi,"13,821",16.4%,50,"$42,666","5,107","$91,900"
crawford-county-mo,mo,"24,387",20%,41.6,"$37,171","9,420","$116,100"
crawford-county-oh,oh,"42,231",16.2%,43,"$41,726","18,534","$85,600"
crawford-county-pa,pa,"86,847",14.5%,42.8,"$47,179","38,270","$108,200"
crawford-county-wi,wi,"16,313",13%,45.7,"$47,331","7,530","$127,000"
creek-county-ok,ok,"70,899",15.2%,40.3,"$47,147","30,227","$112,100"
crenshaw-county-al,al,"13,866",17.6%,41.4,"$38,937","5,700","$76,800"
crisp-county-ga,ga,,,,,,
crittenden-county-ar,ar,"49,278",23.5%,35,"$38,558","20,282","$106,300"
crittenden-county-ky,ky,"9,154",17.7%,43.2,"$41,114","3,690","$84,600"
crockett-county-tn,tn,"14,554",17.7%,40,"$39,692","6,048","$96,700"
